X,Y,Z,Yaw,Pitch,Roll
0.042308,-0.091928,0,-4.2642,3.5786,0
0.038462,-0.091928,0,-4.0635,3.6455,0
0.034615,-0.091928,0,-3.8629,3.7124,0
0.030769,-0.091928,0,-3.6622,3.7793,0
0.026923,-0.091928,0,-3.4615,3.8462,0
0.023077,-0.091928,0,-3.2609,3.913,0
0.019231,-0.091928,0,-3.0602,3.9799,0
0.015385,-0.091928,0,-2.8595,4.0468,0
0.011538,-0.091928,0,-2.6589,4.1137,0
0.0076923,-0.091928,0,-2.4582,4.1806,0
0.0038462,-0.091928,0,-2.2575,4.2475,0
0,-0.091928,0,-2.0569,4.3144,0
0,-0.091928,0,-1.8562,4.3813,0
0,-0.091928,0,-1.6555,4.4482,0
0,-0.091928,0,-1.4548,4.5151,0
0,-0.091928,0,-1.2542,4.5819,0
0,-0.091928,0,-1.0535,4.6488,0
0,-0.091928,0,-0.85284,4.7157,0
0,-0.091928,0,-0.65217,4.7826,0
0,-0.091928,0,-0.45151,4.8495,0
0,-0.091928,0,-0.25084,4.9164,0
0,-0.091928,0,-0.050167,4.9833,0
0,-0.091928,0,0.1505,5.0502,0
0,-0.091928,0,0.35117,5.1171,0
0,-0.091928,0,0.55184,5.1839,0
0,-0.091928,0,0.75251,5.2508,0
0,-0.091928,0,0.95318,5.3177,0
0,-0.091928,0,1.1538,5.3846,0
0,-0.091928,0,1.3545,5.4515,0
0,-0.091928,0,1.5552,5.5184,0
0,-0.091928,0,1.7559,5.5853,0
0,-0.091928,0,1.9565,5.6522,0
0,-0.091928,0,2.1572,5.7191,0
0,-0.091928,0,2.3579,5.786,0
0,-0.091928,0,2.5585,5.8528,0
0,-0.091928,0,2.7592,5.9197,0
0,-0.091928,0,2.9599,5.9866,0
0,-0.091928,0,3.1605,6.0535,0
0,-0.091928,0,3.3612,6.1204,0
0,-0.091928,0,3.5619,6.1873,0
0,-0.091928,0,3.7625,6.2542,0
0,-0.091928,0,3.9632,6.3211,0
0,-0.091928,0,4.1639,6.388,0
0,-0.091928,0,4.3645,6.4548,0
0,-0.091928,0,4.5652,6.5217,0
0,-0.091928,0,4.7659,6.5886,0
0,-0.091928,0,4.9666,6.6555,0
0,-0.091928,0,5.1672,6.7224,0
0,-0.091928,0,5.3679,6.7893,0
0,-0.091928,0,5.5686,6.8562,0
0,-0.091928,0,5.7692,6.9231,0
0,-0.091928,0,5.9699,6.99,0
0,-0.091928,0,6.1706,7.0569,0
0,-0.095689,0,6.3712,7.1237,0
0,-0.09945,0,6.5719,7.1906,0
0,-0.10321,0,6.7726,7.2575,0
0,-0.10697,0,6.9732,7.3244,0
0,-0.11073,0,7.1739,7.3913,0
0,-0.11449,0,7.3746,7.4582,0
0,-0.11826,0,7.5753,7.5251,0
0,-0.12202,0,7.7759,7.592,0
0,-0.12578,0,7.9766,7.6589,0
0,-0.12954,0,8.1773,7.7258,0
0,-0.1333,0,8.3779,7.7926,0
0,-0.13706,0,8.5786,7.8595,0
0,-0.14082,0,8.7793,7.9264,0
0,-0.14458,0,8.9799,7.9933,0
0,-0.14834,0,9.1806,8.0602,0
0,-0.15211,0,9.3813,8.1271,0
0,-0.15587,0,9.5819,8.194,0
0,-0.15963,0,9.7826,8.2609,0
0,-0.16339,0,9.9833,8.3278,0
0,-0.16715,0,10.184,8.3946,0
0,-0.17091,0,10.385,8.4615,0
0,-0.17467,0,10.585,8.5284,0
0,-0.17843,0,10.786,8.5953,0
0,-0.18219,0,10.987,8.6622,0
0,-0.18596,0,11.187,8.7291,0
0,-0.18972,0,11.388,8.796,0
0,-0.19348,0,11.589,8.8629,0
0,-0.19724,0,11.789,8.9298,0
0,-0.201,0,11.99,8.9967,0
0,-0.20476,0,12.191,9.0635,0
0,-0.20852,0,12.391,9.1304,0
0,-0.21228,0,12.592,9.1973,0
0,-0.21604,0,12.793,9.2642,0
0,-0.2198,0,12.993,9.3311,0
0,-0.22357,0,13.194,9.398,0
0,-0.22733,0,13.395,9.4649,0
0,-0.23109,0,13.595,9.5318,0
0,-0.23485,0,13.796,9.5987,0
0,-0.23861,0,13.997,9.6656,0
0,-0.24237,0,14.197,9.7324,0
0,-0.24613,0,14.398,9.7993,0
0,-0.24989,0,14.599,9.8662,0
0,-0.25365,0,14.799,9.9331,0
0,-0.25742,0,15,10,0
